PERIOD,"Assets of Long-Term Insurers: Coin, Banknotes and Deposits",Assets of Long-Term Insurers: Fixed Property,Assets of Long-Term Insurers: Fixed-Interest Securities - Government,Assets of Long-Term Insurers: Fixed-Interest Securities - Local Governments,Assets of Long-Term Insurers: Fixed-Interest Securities - Public Enterprises,Assets of Long-Term Insurers: Loans against Policies,Assets of Long-Term Insurers: Mortgage Loans,Assets of Long-Term Insurers: Ordinary Shares,Assets of Long-Term Insurers: Other Fixed-Interest Securities,Assets of Long-Term Insurers: Other Loans,"Assets of Short-Term Insurers: Coin, Banknotes & Deposits",Assets of Short-Term Insurers: Fixed Property,Assets of Short-Term Insurers: Fixed-Interest Securities - Government,Assets of Short-Term Insurers: Fixed-Interest Securities - Local Governments,Assets of Short-Term Insurers: Fixed-Interest Securities - Public Enterprises,Assets of Short-Term Insurers: Mortgage Loans,Assets of Short-Term Insurers: Ordinary Shares,Assets of Short-Term Insurers: Other Fixed-Interest Securities,Assets of Short-Term Insurers: Other Loans,Final Consumption Expenditure by Constant Prices - General Government,Final Consumption Expenditure by Constant Prices - Households,Final Consumption Expenditure by Current Prices - General Government,Final Consumption Expenditure by Current Prices - Households,Final Consumption Expenditure by Households at Constant Prices - Durable Goods,Final Consumption Expenditure by Households at Constant Prices - Non - Durable Goods,Final Consumption Expenditure by Households at Constant Prices - Semi - Durable Goods ,Final Consumption Expenditure by Households at Constant Prices - Services,Final Consumption Expenditure by Households at Constant Prices - Total,Final Consumption Expenditure by Households at Current Prices - Durable Goods,Final Consumption Expenditure by Households at Current Prices - Non - Durable Goods,Final Consumption Expenditure by Households at Current Prices - Semi - Durable Goods ,Final Consumption Expenditure by Households at Current Prices - Services,Final Consumption Expenditure by Households at Current Prices - Total
1963-03-31,27.0,87.0,74.0,85.0,85.0,90.0,272.0,135.0,82.0,104.0,37.0,5.0,12.0,6.0,14.0,12.0,9.0,9.0,8.0,23858.0,69915.0,187.0,916.0,5400.0,37508.0,2854.0,22643.0,69915.0,78.0,406.0,132.0,301.0,916.0
1963-06-30,31.0,89.0,74.0,84.0,86.0,91.0,271.0,143.0,84.0,108.0,37.0,6.0,12.0,6.0,15.0,12.0,10.0,10.0,8.0,19155.0,73065.0,140.0,964.0,5745.0,39608.0,3163.0,22813.0,73065.0,84.0,426.0,149.0,305.0,964.0
1963-09-30,29.0,92.0,75.0,86.0,85.0,91.0,271.0,153.0,88.0,115.0,40.0,6.0,12.0,6.0,15.0,12.0,9.0,11.0,5.0,23777.0,73279.0,181.0,968.0,5870.0,40495.0,3047.0,22487.0,73279.0,85.0,439.0,141.0,303.0,968.0
1963-12-31,27.0,97.0,76.0,86.0,96.0,93.0,273.0,173.0,93.0,104.0,41.0,5.0,12.0,6.0,16.0,12.0,11.0,11.0,7.0,21704.0,82291.0,165.0,1091.0,7344.0,44655.0,3913.0,23626.0,82291.0,109.0,480.0,187.0,316.0,1091.0
1964-03-31,29.0,103.0,76.0,87.0,98.0,93.0,273.0,181.0,99.0,108.0,42.0,5.0,12.0,6.0,16.0,13.0,11.0,11.0,7.0,26529.0,76508.0,227.0,1006.0,6834.0,41133.0,3111.0,23732.0,76508.0,95.0,446.0,142.0,322.0,1006.0
1964-06-30,29.0,108.0,72.0,87.0,102.0,93.0,274.0,195.0,100.0,104.0,39.0,6.0,12.0,6.0,16.0,13.0,12.0,14.0,8.0,21094.0,79152.0,174.0,1064.0,7114.0,42404.0,3536.0,23746.0,79152.0,103.0,467.0,165.0,328.0,1064.0
1964-09-30,32.0,116.0,70.0,87.0,101.0,93.0,279.0,199.0,106.0,110.0,39.0,5.0,12.0,6.0,16.0,13.0,13.0,11.0,5.0,24429.0,79805.0,208.0,1085.0,7653.0,43173.0,3485.0,23286.0,79805.0,109.0,484.0,164.0,329.0,1085.0
1964-12-31,33.0,119.0,66.0,89.0,104.0,94.0,302.0,209.0,110.0,112.0,40.0,5.0,12.0,7.0,18.0,12.0,16.0,11.0,5.0,23357.0,87534.0,198.0,1209.0,8279.0,46557.0,4379.0,24403.0,87534.0,130.0,528.0,209.0,342.0,1209.0
1965-03-31,33.0,122.0,68.0,91.0,108.0,95.0,308.0,223.0,115.0,114.0,40.0,4.0,12.0,7.0,18.0,13.0,18.0,8.0,6.0,25810.0,79726.0,225.0,1097.0,7341.0,42407.0,3476.0,23907.0,79726.0,110.0,484.0,163.0,340.0,1097.0
1965-06-30,29.0,125.0,68.0,91.0,111.0,97.0,317.0,229.0,121.0,112.0,42.0,5.0,12.0,7.0,19.0,14.0,19.0,8.0,6.0,23764.0,82280.0,204.0,1160.0,6615.0,44411.0,3897.0,24416.0,82280.0,104.0,514.0,188.0,354.0,1160.0
1965-09-30,31.0,129.0,63.0,93.0,117.0,99.0,327.0,235.0,125.0,113.0,49.0,5.0,12.0,8.0,19.0,13.0,20.0,8.0,5.0,27546.0,82010.0,238.0,1155.0,6538.0,45595.0,3649.0,23644.0,82010.0,102.0,531.0,173.0,349.0,1155.0
1965-12-31,29.0,131.0,64.0,90.0,121.0,103.0,340.0,237.0,131.0,118.0,52.0,6.0,14.0,9.0,20.0,17.0,20.0,7.0,5.0,26570.0,90595.0,232.0,1291.0,7635.0,49596.0,4615.0,24583.0,90595.0,130.0,581.0,223.0,357.0,1291.0
1966-03-31,29.0,133.0,74.0,91.0,121.0,104.0,350.0,240.0,134.0,123.0,51.0,6.0,16.0,9.0,21.0,18.0,23.0,7.0,6.0,29688.0,82764.0,273.0,1188.0,7319.0,44482.0,3691.0,24054.0,82764.0,116.0,531.0,177.0,364.0,1188.0
1966-06-30,30.0,138.0,74.0,91.0,123.0,107.0,361.0,246.0,138.0,124.0,53.0,6.0,28.0,12.0,20.0,18.0,23.0,7.0,6.0,25540.0,86117.0,226.0,1250.0,7074.0,46899.0,4088.0,24676.0,86117.0,115.0,558.0,199.0,378.0,1250.0
1966-09-30,31.0,142.0,79.0,94.0,124.0,108.0,368.0,253.0,140.0,127.0,55.0,6.0,29.0,12.0,21.0,19.0,26.0,7.0,6.0,27681.0,87489.0,248.0,1273.0,7403.0,48780.0,3924.0,24624.0,87489.0,118.0,586.0,188.0,381.0,1273.0
1966-12-31,36.0,149.0,94.0,95.0,126.0,110.0,374.0,253.0,139.0,131.0,57.0,6.0,31.0,12.0,21.0,18.0,28.0,8.0,5.0,25947.0,93869.0,234.0,1396.0,8185.0,50156.0,5009.0,25083.0,93869.0,143.0,614.0,248.0,391.0,1396.0
1967-03-31,40.0,151.0,103.0,97.0,131.0,111.0,377.0,260.0,141.0,138.0,59.0,6.0,33.0,12.0,21.0,19.0,28.0,8.0,6.0,30014.0,87197.0,288.0,1298.0,7915.0,47173.0,3922.0,24922.0,87197.0,128.0,579.0,189.0,401.0,1298.0
1967-06-30,38.0,152.0,106.0,102.0,137.0,114.0,381.0,269.0,141.0,143.0,66.0,6.0,36.0,13.0,25.0,21.0,29.0,8.0,6.0,24875.0,90257.0,227.0,1371.0,7648.0,49090.0,4375.0,25204.0,90257.0,135.0,611.0,214.0,411.0,1371.0
1967-09-30,27.0,156.0,118.0,107.0,138.0,117.0,388.0,276.0,147.0,148.0,66.0,6.0,38.0,14.0,25.0,23.0,29.0,8.0,7.0,30609.0,89785.0,292.0,1373.0,7459.0,49222.0,4185.0,25170.0,89785.0,133.0,619.0,204.0,417.0,1373.0
1967-12-31,32.0,159.0,121.0,113.0,139.0,122.0,392.0,282.0,149.0,161.0,71.0,6.0,38.0,15.0,25.0,24.0,31.0,8.0,7.0,27668.0,98718.0,259.0,1506.0,8417.0,53770.0,5147.0,25933.0,98718.0,156.0,668.0,258.0,424.0,1506.0
1968-03-31,37.0,162.0,139.0,117.0,142.0,125.0,394.0,290.0,151.0,83.0,69.0,6.0,38.0,14.0,25.0,24.0,32.0,8.0,8.0,31681.0,92125.0,314.0,1409.0,7933.0,50549.0,4160.0,25963.0,92125.0,139.0,629.0,201.0,439.0,1409.0
1968-06-30,34.0,171.0,143.0,117.0,146.0,130.0,395.0,301.0,153.0,89.0,84.0,6.0,38.0,14.0,25.0,25.0,33.0,8.0,8.0,26339.0,96783.0,253.0,1504.0,8242.0,53186.0,4667.0,26770.0,96783.0,150.0,665.0,232.0,457.0,1504.0
1968-09-30,32.0,179.0,155.0,127.0,145.0,131.0,400.0,313.0,155.0,86.0,82.0,5.0,39.0,15.0,25.0,26.0,34.0,9.0,8.0,32345.0,97098.0,317.0,1525.0,8569.0,53598.0,4581.0,26374.0,97098.0,157.0,680.0,229.0,459.0,1525.0
1968-12-31,35.0,184.0,158.0,131.0,151.0,133.0,400.0,339.0,161.0,90.0,94.0,5.0,38.0,15.0,27.0,28.0,38.0,9.0,9.0,30609.0,106864.0,300.0,1696.0,9930.0,58470.0,5677.0,27131.0,106864.0,189.0,744.0,291.0,471.0,1696.0
1969-03-31,45.0,187.0,173.0,132.0,154.0,139.0,396.0,365.0,166.0,97.0,81.0,5.0,39.0,15.0,27.0,28.0,38.0,9.0,10.0,35870.0,98133.0,356.0,1573.0,9509.0,54111.0,4596.0,25931.0,98133.0,172.0,693.0,231.0,478.0,1573.0
1969-06-30,57.0,193.0,182.0,133.0,155.0,146.0,395.0,381.0,170.0,102.0,94.0,8.0,41.0,16.0,27.0,29.0,42.0,9.0,11.0,27980.0,102813.0,296.0,1687.0,9098.0,56478.0,5242.0,27155.0,102813.0,182.0,724.0,270.0,511.0,1687.0
1969-09-30,59.0,202.0,184.0,133.0,150.0,147.0,399.0,409.0,181.0,118.0,98.0,9.0,44.0,16.0,28.0,31.0,48.0,10.0,11.0,32236.0,104647.0,340.0,1710.0,9776.0,58048.0,5104.0,27381.0,104647.0,192.0,739.0,260.0,519.0,1710.0
1969-12-31,57.0,216.0,190.0,138.0,146.0,147.0,400.0,418.0,176.0,126.0,106.0,6.0,47.0,18.0,31.0,33.0,54.0,11.0,15.0,32358.0,114627.0,372.0,1903.0,11777.0,61313.0,6394.0,28423.0,114627.0,239.0,789.0,335.0,541.0,1903.0
1970-03-31,71.0,223.0,195.0,139.0,167.0,148.0,401.0,476.0,190.0,135.0,94.0,5.0,37.0,18.0,30.0,37.0,53.0,12.0,15.0,36778.0,102937.0,405.0,1748.0,10245.0,55916.0,5200.0,27265.0,102937.0,200.0,751.0,259.0,538.0,1748.0
1970-06-30,75.0,219.0,204.0,143.0,164.0,147.0,393.0,475.0,194.0,146.0,120.0,5.0,36.0,16.0,27.0,34.0,54.0,12.0,14.0,32006.0,110138.0,341.0,1896.0,11234.0,59816.0,6031.0,27850.0,110138.0,225.0,797.0,312.0,562.0,1896.0
1970-09-30,82.0,221.0,207.0,149.0,175.0,149.0,388.0,482.0,220.0,135.0,119.0,4.0,36.0,20.0,28.0,35.0,53.0,12.0,14.0,34975.0,112827.0,421.0,1960.0,11857.0,61178.0,5837.0,29183.0,112827.0,234.0,832.0,300.0,594.0,1960.0
1970-12-31,80.0,253.0,220.0,154.0,176.0,152.0,391.0,482.0,226.0,146.0,127.0,4.0,38.0,20.0,28.0,38.0,54.0,12.0,14.0,34894.0,121862.0,399.0,2132.0,12306.0,66298.0,7049.0,30053.0,121862.0,249.0,899.0,374.0,610.0,2132.0
1971-03-31,86.0,257.0,221.0,154.0,177.0,156.0,388.0,502.0,225.0,145.0,114.0,5.0,38.0,23.0,30.0,39.0,57.0,16.0,19.0,40628.0,111241.0,492.0,1946.0,10462.0,60846.0,5767.0,29142.0,111241.0,206.0,834.0,303.0,604.0,1946.0
1971-06-30,71.0,259.0,232.0,161.0,186.0,159.0,393.0,529.0,274.0,158.0,143.0,4.0,39.0,25.0,38.0,35.0,55.0,15.0,15.0,33809.0,110903.0,406.0,2082.0,9729.0,57788.0,6579.0,29736.0,110903.0,211.0,871.0,355.0,644.0,2082.0
1971-09-30,65.0,270.0,238.0,173.0,188.0,165.0,392.0,545.0,280.0,161.0,136.0,5.0,41.0,27.0,39.0,36.0,54.0,15.0,14.0,37076.0,118104.0,498.0,2196.0,11768.0,63929.0,6302.0,30728.0,118104.0,261.0,913.0,339.0,683.0,2196.0
1971-12-31,62.0,290.0,264.0,177.0,198.0,168.0,399.0,572.0,281.0,174.0,134.0,4.0,46.0,27.0,41.0,40.0,54.0,18.0,14.0,38161.0,128590.0,481.0,2442.0,12616.0,69913.0,7605.0,31495.0,128590.0,286.0,1027.0,422.0,706.0,2442.0
1972-03-31,71.0,296.0,297.0,179.0,202.0,170.0,398.0,580.0,290.0,169.0,124.0,5.0,47.0,28.0,40.0,41.0,48.0,16.0,15.0,40412.0,115224.0,525.0,2194.0,10593.0,61398.0,6050.0,31156.0,115224.0,236.0,908.0,341.0,710.0,2194.0
1972-06-30,60.0,303.0,345.0,187.0,202.0,173.0,401.0,585.0,289.0,174.0,153.0,5.0,55.0,29.0,40.0,42.0,65.0,17.0,15.0,34704.0,119038.0,447.0,2320.0,11160.0,63412.0,6647.0,31431.0,119038.0,259.0,945.0,387.0,728.0,2320.0
1972-09-30,69.0,310.0,357.0,191.0,206.0,174.0,395.0,589.0,292.0,182.0,165.0,5.0,53.0,30.0,42.0,39.0,60.0,17.0,14.0,37238.0,122132.0,527.0,2446.0,11801.0,64850.0,6698.0,32402.0,122132.0,277.0,1002.0,394.0,773.0,2446.0
1972-12-31,88.0,324.0,386.0,196.0,210.0,174.0,380.0,638.0,313.0,200.0,164.0,5.0,57.0,33.0,42.0,39.0,59.0,21.0,10.0,36643.0,132494.0,484.0,2719.0,13289.0,70164.0,7781.0,33649.0,132494.0,339.0,1112.0,468.0,799.0,2719.0
1973-03-31,86.0,346.0,401.0,201.0,221.0,175.0,382.0,654.0,300.0,201.0,158.0,6.0,60.0,31.0,44.0,41.0,72.0,17.0,16.0,40438.0,121445.0,559.0,2511.0,12603.0,64867.0,6325.0,31562.0,121445.0,294.0,1073.0,374.0,770.0,2511.0
1973-06-30,89.0,389.0,422.0,208.0,224.0,176.0,375.0,723.0,314.0,201.0,158.0,5.0,62.0,34.0,44.0,42.0,78.0,19.0,17.0,38567.0,128095.0,483.0,2745.0,13187.0,67027.0,7289.0,33119.0,128095.0,328.0,1136.0,445.0,836.0,2745.0
1973-09-30,94.0,404.0,421.0,214.0,231.0,176.0,367.0,761.0,331.0,208.0,199.0,6.0,65.0,36.0,46.0,45.0,76.0,21.0,17.0,38268.0,130986.0,630.0,2813.0,14548.0,69265.0,7089.0,33413.0,130986.0,366.0,1137.0,440.0,870.0,2813.0
1973-12-31,92.0,462.0,439.0,217.0,239.0,176.0,355.0,811.0,339.0,234.0,207.0,5.0,68.0,37.0,49.0,43.0,76.0,25.0,17.0,38283.0,145422.0,587.0,3261.0,15372.0,78003.0,8621.0,35131.0,145422.0,411.0,1371.0,562.0,916.0,3261.0
1974-03-31,126.0,473.0,450.0,215.0,242.0,178.0,354.0,823.0,353.0,237.0,203.0,6.0,67.0,36.0,48.0,47.0,81.0,30.0,15.0,45982.0,128196.0,732.0,2922.0,12855.0,69701.0,6707.0,32587.0,128196.0,336.0,1250.0,459.0,877.0,2922.0
1974-06-30,133.0,496.0,473.0,219.0,239.0,181.0,361.0,833.0,359.0,272.0,228.0,5.0,69.0,38.0,47.0,51.0,83.0,31.0,17.0,37401.0,136758.0,588.0,3231.0,13931.0,72027.0,7523.0,36121.0,136758.0,387.0,1363.0,532.0,949.0,3231.0
1974-09-30,182.0,531.0,481.0,222.0,222.0,184.0,352.0,832.0,370.0,291.0,240.0,6.0,68.0,40.0,46.0,53.0,86.0,32.0,17.0,42865.0,137523.0,781.0,3353.0,14488.0,73165.0,7439.0,35473.0,137523.0,402.0,1434.0,536.0,980.0,3353.0
1974-12-31,162.0,573.0,495.0,237.0,239.0,191.0,355.0,835.0,407.0,308.0,248.0,6.0,74.0,41.0,48.0,48.0,86.0,31.0,18.0,41346.0,151059.0,759.0,3812.0,15745.0,81122.0,8995.0,36203.0,151059.0,457.0,1656.0,674.0,1025.0,3812.0
1975-03-31,168.0,617.0,530.0,246.0,245.0,192.0,356.0,869.0,424.0,301.0,231.0,6.0,78.0,43.0,48.0,49.0,87.0,32.0,17.0,48842.0,131853.0,947.0,3535.0,12653.0,71728.0,7188.0,33276.0,131853.0,359.0,1511.0,563.0,1102.0,3535.0
1975-06-30,131.0,676.0,554.0,261.0,252.0,194.0,358.0,889.0,450.0,348.0,255.0,6.0,80.0,44.0,49.0,49.0,90.0,33.0,18.0,44085.0,139009.0,814.0,3861.0,13997.0,72705.0,7883.0,36036.0,139009.0,420.0,1591.0,636.0,1214.0,3861.0
1975-09-30,140.0,733.0,590.0,267.0,256.0,194.0,349.0,914.0,478.0,328.0,268.0,6.0,82.0,45.0,50.0,49.0,91.0,36.0,20.0,47596.0,144162.0,955.0,4089.0,15833.0,76175.0,7850.0,36048.0,144162.0,498.0,1716.0,644.0,1231.0,4089.0
1975-12-31,174.0,793.0,621.0,279.0,264.0,201.0,350.0,934.0,468.0,373.0,276.0,7.0,83.0,45.0,50.0,49.0,86.0,37.0,20.0,47352.0,158608.0,912.0,4573.0,17165.0,83519.0,9348.0,36086.0,158608.0,617.0,1902.0,793.0,1261.0,4573.0
1976-03-31,167.0,821.0,688.0,295.0,273.0,203.0,348.0,973.0,486.0,415.0,270.0,6.0,90.0,46.0,51.0,46.0,93.0,38.0,21.0,52977.0,141259.0,1102.0,4192.0,13999.0,76156.0,7510.0,34916.0,141259.0,525.0,1767.0,643.0,1257.0,4192.0
1976-06-30,191.0,897.0,711.0,321.0,283.0,205.0,344.0,1002.0,478.0,454.0,290.0,4.0,87.0,46.0,50.0,46.0,93.0,38.0,21.0,47908.0,144713.0,981.0,4475.0,13755.0,77367.0,8184.0,36157.0,144713.0,532.0,1872.0,727.0,1344.0,4475.0
1976-09-30,187.0,974.0,755.0,349.0,287.0,210.0,344.0,1029.0,439.0,455.0,292.0,4.0,92.0,47.0,48.0,48.0,89.0,44.0,23.0,49751.0,143115.0,1170.0,4525.0,12538.0,78011.0,7801.0,36779.0,143115.0,473.0,1957.0,708.0,1387.0,4525.0
1976-12-31,185.0,1006.0,821.0,359.0,290.0,211.0,339.0,1069.0,408.0,447.0,296.0,7.0,103.0,48.0,49.0,50.0,92.0,48.0,20.0,47568.0,153590.0,1069.0,4966.0,13167.0,83984.0,9204.0,37953.0,153590.0,505.0,2146.0,861.0,1454.0,4966.0
1977-03-31,231.0,1036.0,822.0,377.0,311.0,215.0,351.0,1153.0,465.0,459.0,289.0,7.0,106.0,47.0,49.0,49.0,90.0,48.0,22.0,54767.0,140370.0,1248.0,4683.0,11277.0,79946.0,7248.0,36494.0,140370.0,438.0,2101.0,684.0,1460.0,4683.0
1977-06-30,210.0,1110.0,901.0,415.0,336.0,221.0,356.0,1159.0,449.0,466.0,323.0,7.0,111.0,50.0,51.0,51.0,93.0,48.0,24.0,47555.0,140910.0,1028.0,4866.0,11331.0,79312.0,7642.0,36575.0,140910.0,467.0,2144.0,757.0,1498.0,4866.0
1977-09-30,197.0,1123.0,950.0,439.0,392.0,222.0,352.0,1170.0,450.0,471.0,317.0,7.0,122.0,54.0,56.0,52.0,96.0,53.0,26.0,50592.0,142665.0,1180.0,5051.0,11857.0,80882.0,7549.0,36369.0,142665.0,486.0,2243.0,760.0,1562.0,5051.0
1977-12-31,209.0,1182.0,1024.0,467.0,431.0,230.0,355.0,1251.0,466.0,466.0,321.0,7.0,123.0,59.0,56.0,50.0,104.0,62.0,24.0,52883.0,153669.0,1157.0,5520.0,13533.0,84865.0,8928.0,36875.0,153669.0,580.0,2411.0,925.0,1604.0,5520.0
1978-03-31,289.0,1167.0,1092.0,471.0,432.0,233.0,349.0,1252.0,483.0,438.0,315.0,8.0,130.0,62.0,60.0,50.0,108.0,61.0,25.0,55689.0,143239.0,1462.0,5225.0,11989.0,82074.0,7041.0,36228.0,143239.0,496.0,2377.0,734.0,1618.0,5225.0
1978-06-30,299.0,1246.0,1138.0,489.0,533.0,237.0,353.0,1382.0,510.0,454.0,333.0,8.0,147.0,65.0,62.0,52.0,114.0,62.0,30.0,46674.0,147661.0,1216.0,5505.0,14797.0,82593.0,7791.0,35777.0,147661.0,598.0,2433.0,844.0,1630.0,5505.0
1978-09-30,281.0,1271.0,1155.0,510.0,603.0,238.0,327.0,1456.0,551.0,464.0,340.0,8.0,152.0,65.0,66.0,52.0,140.0,66.0,30.0,51798.0,141484.0,1452.0,5566.0,11994.0,80046.0,6925.0,37416.0,141484.0,521.0,2512.0,794.0,1739.0,5566.0
1978-12-31,260.0,1317.0,1246.0,510.0,616.0,240.0,328.0,1492.0,586.0,468.0,308.0,7.0,154.0,60.0,69.0,54.0,140.0,78.0,24.0,53018.0,154704.0,1482.0,6151.0,14394.0,86438.0,8404.0,37216.0,154704.0,647.0,2774.0,982.0,1748.0,6151.0
1979-03-31,350.0,1347.0,1336.0,521.0,670.0,244.0,316.0,1614.0,669.0,442.0,334.0,6.0,156.0,70.0,69.0,52.0,145.0,79.0,35.0,54726.0,143205.0,1610.0,5845.0,12853.0,81779.0,6673.0,37317.0,143205.0,556.0,2706.0,783.0,1800.0,5845.0
1979-06-30,475.0,1389.0,1384.0,532.0,721.0,247.0,315.0,1676.0,728.0,447.0,407.0,6.0,158.0,71.0,74.0,52.0,155.0,82.0,40.0,50727.0,147728.0,1438.0,6240.0,13336.0,84480.0,7428.0,37550.0,147728.0,599.0,2882.0,895.0,1864.0,6240.0
1979-09-30,438.0,1403.0,1372.0,570.0,852.0,254.0,310.0,1857.0,759.0,157.0,419.0,9.0,158.0,77.0,82.0,50.0,161.0,89.0,36.0,55214.0,147087.0,1803.0,6573.0,13799.0,83106.0,7297.0,38954.0,147087.0,656.0,3029.0,889.0,1999.0,6573.0
1979-12-31,660.0,1437.0,1467.0,607.0,899.0,255.0,303.0,1928.0,836.0,144.0,420.0,7.0,164.0,83.0,89.0,48.0,180.0,96.0,37.0,56462.0,163604.0,1823.0,7404.0,16743.0,90036.0,9075.0,39594.0,163604.0,832.0,3369.0,1131.0,2072.0,7404.0
1980-03-31,814.0,1470.0,1520.0,607.0,907.0,263.0,288.0,2017.0,877.0,125.0,433.0,7.0,159.0,80.0,89.0,48.0,178.0,99.0,41.0,61233.0,152397.0,1978.0,7257.0,15450.0,87409.0,7413.0,41901.0,152397.0,757.0,3332.0,936.0,2232.0,7257.0
1980-06-30,930.0,1576.0,1591.0,605.0,956.0,269.0,259.0,2333.0,982.0,141.0,470.0,7.0,157.0,81.0,98.0,48.0,186.0,101.0,41.0,55905.0,158057.0,1903.0,7766.0,17153.0,87098.0,8414.0,42812.0,158057.0,858.0,3433.0,1103.0,2372.0,7766.0
1980-09-30,1006.0,1667.0,1611.0,601.0,981.0,271.0,264.0,2532.0,1011.0,156.0,483.0,8.0,159.0,78.0,105.0,49.0,215.0,106.0,33.0,60556.0,164279.0,2264.0,8353.0,19373.0,88030.0,8467.0,45404.0,164279.0,979.0,3655.0,1130.0,2589.0,8353.0
1980-12-31,1149.0,1792.0,1725.0,625.0,1079.0,271.0,268.0,2656.0,1070.0,206.0,506.0,8.0,173.0,79.0,106.0,49.0,222.0,120.0,35.0,59227.0,178568.0,2236.0,9482.0,21851.0,92997.0,10794.0,45843.0,178568.0,1200.0,4111.0,1480.0,2691.0,9482.0
1981-03-31,1364.0,1800.0,1648.0,610.0,1140.0,280.0,256.0,2774.0,1078.0,223.0,511.0,8.0,160.0,77.0,107.0,50.0,214.0,118.0,35.0,62290.0,165370.0,2358.0,9121.0,18009.0,91148.0,8579.0,44943.0,165370.0,989.0,4163.0,1194.0,2775.0,9121.0
1981-06-30,1122.0,1840.0,2106.0,611.0,1242.0,283.0,265.0,2880.0,1094.0,308.0,548.0,8.0,182.0,77.0,99.0,51.0,214.0,119.0,35.0,57776.0,171716.0,2445.0,9742.0,19361.0,92093.0,9521.0,46777.0,171716.0,1124.0,4287.0,1376.0,2955.0,9742.0
1981-09-30,1224.0,1913.0,2262.0,631.0,1295.0,287.0,273.0,3117.0,1114.0,337.0,572.0,7.0,183.0,77.0,100.0,54.0,214.0,118.0,37.0,61817.0,175001.0,2757.0,10376.0,20456.0,92516.0,9103.0,49921.0,175001.0,1227.0,4503.0,1369.0,3277.0,10376.0
1981-12-31,1491.0,2044.0,2342.0,673.0,1440.0,289.0,291.0,3330.0,1210.0,426.0,635.0,8.0,221.0,76.0,97.0,53.0,232.0,129.0,46.0,59525.0,188930.0,2706.0,11520.0,22663.0,98566.0,11192.0,50146.0,188930.0,1464.0,4938.0,1755.0,3363.0,11520.0
1982-03-31,1397.0,2317.0,2597.0,683.0,1416.0,297.0,308.0,3559.0,1247.0,465.0,641.0,8.0,194.0,68.0,92.0,53.0,225.0,128.0,41.0,69354.0,173257.0,3122.0,10944.0,19151.0,95816.0,8494.0,49590.0,173257.0,1213.0,4949.0,1377.0,3405.0,10944.0
1982-06-30,1352.0,2503.0,2909.0,686.0,1578.0,310.0,308.0,3485.0,1190.0,467.0,646.0,8.0,206.0,65.0,98.0,54.0,219.0,130.0,40.0,61978.0,176261.0,3211.0,11627.0,19273.0,95948.0,9529.0,49743.0,176261.0,1281.0,5111.0,1617.0,3618.0,11627.0
1982-09-30,1116.0,2626.0,3232.0,708.0,1894.0,310.0,328.0,3814.0,1169.0,479.0,634.0,12.0,260.0,67.0,107.0,54.0,216.0,121.0,40.0,63673.0,176419.0,3396.0,12014.0,19144.0,95983.0,8893.0,51738.0,176419.0,1325.0,5255.0,1544.0,3890.0,12014.0
1982-12-31,1108.0,2897.0,3571.0,761.0,2144.0,333.0,371.0,4194.0,1206.0,517.0,722.0,13.0,332.0,68.0,114.0,57.0,232.0,161.0,39.0,61667.0,189785.0,3366.0,13316.0,20227.0,101779.0,10751.0,52862.0,189785.0,1519.0,5753.0,1934.0,4110.0,13316.0
1983-03-31,1403.0,3131.0,3526.0,773.0,2219.0,335.0,359.0,4603.0,1217.0,520.0,790.0,15.0,339.0,63.0,129.0,59.0,238.0,147.0,44.0,64296.0,175721.0,3453.0,12782.0,17156.0,97390.0,8636.0,51342.0,175721.0,1249.0,5682.0,1567.0,4284.0,12782.0
